companyName,flightNumber, country-of-origin,country-of-destination,stopover,price,time-of-departure,time-of-arrival,date
Copa Airlines,113,Puerto Rico,Lesotho,3,1073,10:05,2:00,18-Oct
Azul Brazilian Airlines,123,Reunion,Papua New Guinea,1,1501,15:38,16:29,27-Sep
Aeromexico,29,Nicaragua,Swaziland,0,1136,7:10,1:22,30-May
Viva Air Colombia,74,Gabon,India,3,1569,10:09,10:25,3-Jun
Insel Air,86,Gabon,Benin,2,1229,9:56,5:14,29-Nov
Viva Air Colombia,71,Hungary,Fiji,0,1601,16:50,9:25,7-Dec
Linea Aerea Amaszonas,135,Malawi,Estonia,2,704,12:56,5:25,16-May
Alaska Airlines,127,Azerbaijan,Fiji,2,1873,1:43,23:57,10-Apr
Copa Airlines,73,Peru,Jordan,2,1388,13:41,1:30,2-Dec
Copa Airlines,107,Guyana,Romania,1,1574,8:47,11:51,2-Aug
Alaska Airlines,72,Switzerland,Hungary,0,1669,19:56,24:20:00,23-Apr
Gol Transportes Aereos,130,New Zealand,Qatar,3,440,24:10:00,10:33,24-May
TAME,115,Pitcairn,American Samoa,0,545,14:08,20:31,14-Aug
Conviasa,116,Iraq,Spain,3,1664,4:15,13:17,8-Dec
LATAM Airlines,94,Belgium,Palau,3,423,22:11,24:19:00,19-Sep
Avianca Airlines,115,Norway,Syrian Arab Republic,3,1883,0:59,2:16,29-Apr
Boliviana de Aviacion,111,Dominican Republic,Andorra,0,261,17:21,17:19,4-Dec
Gol Transportes Aereos,111,Pitcairn,Serbia,3,1172,16:10,23:16,4-Jun
Linea Aerea Amaszonas,84,Cayman Islands,Afghanistan,2,1671,22:03,12:54,4-Nov
Copa Airlines,78,United States,Antigua and Barbuda,0,1486,1:46,4:52,30-Mar
Avianca Airlines,140,Luxembourg,Korea Republic of,1,948,19:38,3:55,24-Oct
Air Canada,127,Belize,New Zealand,0,610,1:07,0:44,29-Sep
Viva Air Colombia,10,Palestinian Territory Occupied,Cayman Islands,2,610,22:43,12:58,9-Jun
Azul Brazilian Airlines,125,Moldova Republic of,Slovakia,2,224,21:37,16:02,1-Jan
Avianca Airlines,19,Anguilla,Liechtenstein,0,1109,22:36,0:39,3-Mar
Boliviana de Aviacion,65,Libya,Armenia,1,693,18:49,20:41,3-Dec
Air Canada,8,Albania,Haiti,2,1321,20:45,0:15,5-May
Gol Transportes Aereos,13,Colombia,Turkey,0,487,19:18,12:19,25-Dec
Linea Aerea Amaszonas,58,Cote dIvoire,Myanmar,3,1706,16:03,21:56,19-Feb
Air Canada,75,New Caledonia,Virgin Islands US,2,922,0:55,20:24,3-Jan
TAME,52,Eritrea,Cuba,1,1901,15:08,14:04,1-Sep
LATAM Airlines,33,Estonia,Brunei Darussalam,0,995,24:42:00,0:25,30-Nov
Insel Air,35,Guadeloupe,Palau,3,1374,13:48,18:22,30-Dec
Boliviana de Aviacion,111,Portugal,Tuvalu,3,603,9:53,10:42,18-Jul
Copa Airlines,15,Macedonia Republic of,Samoa,1,1488,1:54,0:37,12-Aug
Aeromexico,7,Holy See Vatican City State,Marshall Islands,2,641,17:30,22:00,15-Sep
TAME,21,Yemen,Austria,1,1851,5:50,6:42,8-Nov
TAME,81,Serbia,Cocos Keeling Islands,1,1203,7:36,17:20,12-Oct
Linea Aerea Amaszonas,109,Afghanistan,India,3,1489,24:29:00,20:22,26-Nov
Aeromexico,17,Kiribati,Mexico,0,838,16:08,7:25,13-Jul
Copa Airlines,33,Lesotho,Anguilla,2,1518,22:44,5:15,26-Nov
Aeromexico,8,Guinea,Afghanistan,2,586,18:49,13:34,5-Jul
Linea Aerea Amaszonas,12,Aland Islands,Angola,2,310,9:30,23:54,11-Jan
Conviasa,50,Tajikistan,Mauritius,1,1672,11:32,1:19,7-Apr
LATAM Airlines,32,Cameroon,New Zealand,3,1040,7:20,8:36,2-Jan
TAME,2,Indonesia,Samoa,3,1908,20:04,16:42,5-Jan
Azul Brazilian Airlines,89,Tunisia,Nepal,2,513,23:28,23:21,30-Jun
Boliviana de Aviacion,106,Kenya,GuineaBissau,3,860,15:47,9:15,28-Nov
American Airlines,115,Hungary,French Polynesia,1,465,8:21,2:40,14-Jan
Gol Transportes Aereos,92,Swaziland,Mozambique,0,1670,3:10,7:41,22-Jun
Linea Aerea Amaszonas,90,Virgin Islands US,Peru,3,1657,4:50,6:51,7-May
American Airlines,72,Malta,Bangladesh,0,1731,11:31,16:45,9-Jul
Copa Airlines,18,Brunei Darussalam,Jamaica,3,1703,3:56,5:27,8-Feb
Alaska Airlines,67,Togo,South Africa,1,1124,7:57,11:56,14-Jul
Aeromexico,31,Iran Islamic Republic of,Guadeloupe,0,625,22:36,5:14,8-Oct
TAME,68,Falkland Islands Malvinas,Morocco,0,257,22:32,19:24,25-Apr
LATAM Airlines,10,Montenegro,Thailand,3,1816,22:31,0:05,30-May
American Airlines,81,Sao Tome and Principe,Tokelau,2,1573,14:09,7:05,15-Feb
Avianca Airlines,69,Bulgaria,Uzbekistan,3,1840,19:08,9:06,3-Nov
TAME,21,Tanzania United Republic of,Eritrea,1,1718,17:40,17:33,5-Sep
Gol Transportes Aereos,77,Wallis and Futuna,Myanmar,0,408,0:07,15:23,24-May
Alaska Airlines,146,Saint Martin French part,Saint Lucia,2,1818,24:05:00,15:25,23-Apr
Boliviana de Aviacion,30,Kazakhstan,Montserrat,3,1502,7:55,3:51,3-Jul
Air Canada,75,Gambia,Seychelles,0,1007,16:09,10:56,24-May
LATAM Airlines,43,Solomon Islands,Haiti,0,1549,24:11:00,19:13,24-Nov
Copa Airlines,9,Oman,Seychelles,1,481,16:36,24:57:00,3-Nov
Conviasa,54,Sint Maarten Dutch part,Mauritania,3,1690,21:34,22:06,14-Apr
Aerolineas Argentinas Airlines,16,Hungary,Bangladesh,1,1720,3:24,9:28,25-Sep
LATAM Airlines,41,Tonga,Somalia,2,1844,12:27,15:14,27-Dec
Aeromexico,66,Cyprus,Tokelau,3,1793,15:11,23:44,9-Dec
Linea Aerea Amaszonas,24,Libya,Burundi,3,866,11:09,13:58,1-Oct
Gol Transportes Aereos,61,Ethiopia,South Sudan,0,1864,22:47,15:58,13-Dec
Azul Brazilian Airlines,73,Turkey,Singapore,2,701,8:12,1:36,9-Jun
Aeromexico,42,Portugal,Niger,2,523,21:57,8:12,8-Feb
Alaska Airlines,111,Nicaragua,Turkey,1,366,13:53,23:22,10-Apr
TAME,65,Macedonia Republic of,Tuvalu,0,1618,16:38,24:26:00,20-Oct
Linea Aerea Amaszonas,96,Rwanda,Vanuatu,2,697,3:45,1:15,18-Jun
American Airlines,14,Burkina Faso,Mayotte,3,1636,20:56,18:34,3-Jul
TAME,113,Bangladesh,Uzbekistan,2,727,14:40,10:39,24-Jul
Azul Brazilian Airlines,111,Kazakhstan,United States Minor Outlying Islands,3,1210,1:20,12:26,23-Jun
Conviasa,48,Burkina Faso,Holy See Vatican City State,2,365,17:33,2:37,2-Jun
TAME,61,Norway,Uruguay,1,623,17:49,19:08,9-Sep
LATAM Airlines,79,Tokelau,Panama,2,1909,5:02,6:26,22-Apr
Aeromexico,57,Liberia,Congo The Democratic Republic of the,1,380,4:22,1:51,23-Aug
American Airlines,2,China,Egypt,3,379,17:14,23:59,8-Oct
Gol Transportes Aereos,113,Denmark,Trinidad and Tobago,1,783,19:24,17:32,17-Mar
LATAM Airlines,63,Jordan,Costa Rica,3,1282,5:54,15:14,30-Aug
Linea Aerea Amaszonas,141,Austria,Svalbard and Jan Mayen,1,1299,7:58,23:08,6-Aug
LATAM Airlines,11,Malaysia,Syrian Arab Republic,1,1686,19:53,24:05:00,21-Feb
Copa Airlines,79,Panama,American Samoa,0,379,18:40,15:11,24-Mar
Azul Brazilian Airlines,6,Slovenia,Papua New Guinea,0,959,7:06,6:36,28-Apr
Copa Airlines,29,Suriname,Bermuda,1,1321,21:45,14:53,15-Jul
Linea Aerea Amaszonas,109,Lesotho,Mali,2,1910,8:11,14:25,10-Feb
Alaska Airlines,30,Brazil,Namibia,3,1304,7:08,17:12,7-Sep
Azul Brazilian Airlines,43,Andorra,Viet Nam,0,462,21:34,11:37,2-Nov
Azul Brazilian Airlines,43,Bonaire Sint Eustatius and Saba,Tanzania United Republic of,0,489,12:04,10:36,28-Sep
Azul Brazilian Airlines,113,Papua New Guinea,Vanuatu,1,882,10:19,17:27,29-Jun
Boliviana de Aviacion,126,Mayotte,Philippines,2,917,17:54,17:00,11-Dec
LATAM Airlines,71,Afghanistan,Belgium,2,1927,21:16,24:00:00,15-Oct
Boliviana de Aviacion,143,Saint Kitts and Nevis,Macao,3,1507,23:40,1:26,17-Oct
LATAM Airlines,51,Svalbard and Jan Mayen,United Arab Emirates,3,1217,12:05,16:07,16-Dec
Copa Airlines,83,Portugal,Hungary,0,363,8:15,6:13,25-Oct
Viva Air Colombia,97,Cote dIvoire,Lao Peoples Democratic Republic,0,552,18:38,14:40,14-Dec
TAME,94,Paraguay,Zambia,2,1863,3:57,7:20,26-Oct
Alaska Airlines,25,France,Mozambique,1,242,24:24:00,20:49,29-Aug
Air Canada,59,Saint Helena Ascension and Tristan da Cunha,Iran Islamic Republic of,1,1412,11:08,2:48,14-Nov
Linea Aerea Amaszonas,90,Norway,Togo,1,1235,8:22,15:50,24-Oct
American Airlines,55,Sint Maarten Dutch part,Honduras,2,840,5:51,19:39,14-Mar
American Airlines,101,Virgin Islands US,Holy See Vatican City State,2,1240,16:27,20:17,29-Jan
American Airlines,65,San Marino,South Georgia and the South Sandwich Islands,0,1816,0:29,13:31,5-Apr
Insel Air,71,Northern Mariana Islands,Jordan,3,1251,9:47,17:26,30-Oct
Insel Air,44,Djibouti,Tunisia,0,1348,17:20,10:27,8-Jan
Copa Airlines,142,Bosnia and Herzegovina,Jordan,0,1254,11:01,9:22,10-Nov
Gol Transportes Aereos,85,Mauritania,Togo,0,1834,3:42,5:51,20-Jul
LATAM Airlines,74,Oman,Serbia,2,1023,7:26,12:22,15-Jul
Viva Air Colombia,113,Equatorial Guinea,Netherlands,1,800,7:04,23:13,27-Aug
Azul Brazilian Airlines,24,Heard Island and McDonald Islands,Egypt,1,1047,24:23:00,23:40,20-Jun
Linea Aerea Amaszonas,17,Gabon,Fiji,0,1937,3:06,5:47,18-Apr
Aeromexico,68,Saint Pierre and Miquelon,Switzerland,2,1074,15:25,7:45,30-Aug
Azul Brazilian Airlines,95,Malaysia,Iceland,1,1473,3:04,7:39,19-Oct
Viva Air Colombia,149,Niue,Austria,0,1174,4:56,23:06,23-Jun
Avianca Airlines,39,Papua New Guinea,Spain,2,1110,4:12,7:09,29-Nov
TAME,10,Mexico,Mexico,3,1507,17:06,0:11,9-Nov
Aeromexico,125,Gabon,Maldives,0,1932,1:43,13:15,16-Oct
Alaska Airlines,106,Uruguay,Moldova Republic of,0,1246,17:32,5:56,1-Oct
Air Canada,71,Macedonia Republic of,Pitcairn,3,1331,8:17,3:55,18-Jun
LATAM Airlines,81,Bulgaria,Cameroon,0,616,20:07,8:35,11-Jan
LATAM Airlines,78,Russian Federation,Costa Rica,2,235,3:28,18:38,27-Aug
Insel Air,29,United States Minor Outlying Islands,Grenada,2,1072,5:00,19:50,28-Nov
American Airlines,81,Mauritania,Mali,1,470,21:55,10:07,2-Feb
TAME,108,Montserrat,Palestinian Territory Occupied,2,1698,11:44,21:50,15-Dec
Azul Brazilian Airlines,86,Georgia,Colombia,0,617,9:30,20:22,19-May
Aeromexico,120,Jersey,Macedonia Republic of,3,1932,14:25,11:05,21-Aug
Air Canada,58,Finland,Antarctica,2,1457,4:53,12:15,22-Dec
American Airlines,45,Tonga,Sao Tome and Principe,1,944,10:48,3:26,13-Nov
TAME,106,Australia,Lao Peoples Democratic Republic,0,988,11:21,8:05,11-Jun
American Airlines,121,Marshall Islands,Cambodia,3,1507,2:56,4:00,11-May
Aeromexico,45,Botswana,Puerto Rico,0,415,3:14,22:57,5-Jul
Azul Brazilian Airlines,118,Kiribati,Yemen,2,1307,21:00,20:45,15-Mar
American Airlines,72,Namibia,South Sudan,2,1074,20:06,8:51,10-Jul
Avianca Airlines,5,Gibraltar,Palau,3,1629,19:52,5:45,8-Mar
Aeromexico,49,Dominican Republic,Saint Barthelemy,3,670,16:28,11:41,3-Jan
Azul Brazilian Airlines,66,French Southern Territories,Montenegro,3,1141,0:13,14:58,24-Mar
TAME,8,Rwanda,Greenland,2,305,15:37,11:57,7-Aug
Aerolineas Argentinas Airlines,62,Dominica,Venezuela Bolivarian Republic of,2,1764,15:15,23:09,30-Apr
American Airlines,90,Brazil,Greece,1,1272,16:20,6:40,8-Aug
Insel Air,75,Montenegro,Lao Peoples Democratic Republic,2,1739,1:32,20:17,13-Sep
Viva Air Colombia,3,Micronesia Federated States of,Niger,0,373,22:31,4:11,21-Jan
Aeromexico,98,Bonaire Sint Eustatius and Saba,Gambia,0,417,3:46,1:53,17-Jul
American Airlines,131,Palau,Thailand,2,1435,21:20,19:34,13-Oct
Aerolineas Argentinas Airlines,101,Lebanon,Holy See Vatican City State,0,828,15:07,13:32,18-Sep
Boliviana de Aviacion,74,Greenland,Isle of Man,0,1473,6:49,23:39,8-Jul
Air Canada,64,Switzerland,Angola,0,750,14:10,21:11,30-Oct
Aerolineas Argentinas Airlines,125,Albania,Uruguay,1,359,4:32,1:39,22-Jan
TAME,3,Tunisia,Algeria,1,1322,5:55,21:36,10-Oct
Viva Air Colombia,9,Sint Maarten Dutch part,Guatemala,0,231,13:47,6:33,11-Apr
Viva Air Colombia,145,Slovakia,Peru,0,1838,12:01,8:44,6-Jul
Boliviana de Aviacion,79,United States,Lebanon,3,927,20:18,7:47,23-May
Insel Air,55,Maldives,Lebanon,2,409,24:57:00,10:22,19-Oct
Viva Air Colombia,119,Martinique,Angola,3,489,23:19,7:46,23-Oct
TAME,36,Malawi,Tokelau,1,290,22:58,6:43,29-Sep
Alaska Airlines,68,Jamaica,British Indian Ocean Territory,1,1257,0:51,2:42,6-Jun
Alaska Airlines,25,Antigua and Barbuda,Myanmar,1,1607,12:03,16:10,21-Aug
Linea Aerea Amaszonas,87,Montenegro,Cameroon,3,1416,5:13,6:24,7-Jan
Gol Transportes Aereos,94,Guadeloupe,Mozambique,0,840,14:54,0:20,11-Feb
Viva Air Colombia,14,Pitcairn,United Arab Emirates,1,1466,16:01,21:43,20-Mar
Insel Air,31,Fiji,New Caledonia,1,353,1:19,24:56:00,20-Oct
Gol Transportes Aereos,141,Kazakhstan,Japan,3,1508,18:33,8:48,15-Jan
American Airlines,94,Togo,Gibraltar,0,1732,1:01,24:38:00,29-May
American Airlines,44,Ghana,Nicaragua,3,222,17:28,17:00,4-Nov
Copa Airlines,86,United Kingdom,Iraq,2,325,21:25,20:43,4-Oct
Alaska Airlines,79,Mali,Bonaire Sint Eustatius and Saba,2,632,22:06,1:06,9-Jun
Air Canada,109,Sweden,Bangladesh,1,441,13:47,1:23,18-Sep
Alaska Airlines,123,American Samoa,Brunei Darussalam,1,397,0:40,9:55,14-Feb
Copa Airlines,95,Guadeloupe,Taiwan Province of China,3,480,22:49,20:38,27-Mar
Aeromexico,123,Faroe Islands,Togo,3,999,23:13,24:11:00,28-Sep
Alaska Airlines,68,Bangladesh,Lao Peoples Democratic Republic,0,585,21:59,13:48,9-Oct
Air Canada,39,Lebanon,Sudan,2,1399,17:02,3:44,30-Dec
Alaska Airlines,10,Svalbard and Jan Mayen,Azerbaijan,3,1712,17:36,7:19,20-Jan
American Airlines,105,Kenya,Nicaragua,2,1799,13:55,8:06,7-Aug
Boliviana de Aviacion,30,Saint Kitts and Nevis,Bhutan,0,930,1:04,23:59,6-Jul
Conviasa,132,Argentina,Senegal,3,854,13:33,20:26,29-Oct
Avianca Airlines,139,French Southern Territories,Hungary,1,1087,21:11,4:39,6-Feb
Insel Air,126,Saint Pierre and Miquelon,Equatorial Guinea,3,913,15:16,0:21,17-Jan
Aerolineas Argentinas Airlines,1,Trinidad and Tobago,Palau,0,374,20:42,17:21,26-Jun
Insel Air,69,Saint Lucia,Croatia,1,1993,7:34,5:35,24-Sep
Viva Air Colombia,84,Reunion,Sao Tome and Principe,3,1640,9:39,4:14,27-Jan
Air Canada,128,Venezuela Bolivarian Republic of,Spain,0,1685,14:03,8:10,27-Mar
Conviasa,138,Belgium,Marshall Islands,0,1751,2:41,20:50,17-Mar
Linea Aerea Amaszonas,74,Bolivia Plurinational State of,Qatar,1,303,7:59,5:57,15-Aug
LATAM Airlines,143,Saudi Arabia,Bahamas,2,811,2:35,9:25,9-Jan
TAME,67,British Indian Ocean Territory,Cocos Keeling Islands,3,1185,11:46,12:52,27-Dec
Copa Airlines,6,Jersey,Liechtenstein,1,1845,22:28,8:31,5-Dec
Aerolineas Argentinas Airlines,71,Bolivia Plurinational State of,Korea Republic of,3,1248,19:59,11:44,13-Oct
Insel Air,27,Malaysia,Montenegro,1,1907,5:57,6:20,12-Jul
Aerolineas Argentinas Airlines,132,Swaziland,San Marino,3,1632,14:32,17:21,18-Jan
TAME,36,Zambia,Iran Islamic Republic of,2,1395,8:23,21:07,26-Mar
Gol Transportes Aereos,69,Martinique,Cook Islands,0,912,23:23,2:02,8-Jan
Azul Brazilian Airlines,95,Rwanda,Georgia,3,825,20:05,23:54,22-May
Gol Transportes Aereos,105,Libya,Kenya,0,1484,24:52:00,10:48,18-Jan
Azul Brazilian Airlines,5,Korea Democratic Peoples Republic of,Taiwan Province of China,3,513,17:39,12:18,8-Feb
Aeromexico,67,Guam,Slovenia,1,584,7:21,5:37,9-Oct
Alaska Airlines,113,Falkland Islands Malvinas,Viet Nam,0,993,20:54,22:55,20-Jan
Alaska Airlines,59,Fiji,Libya,2,1761,5:46,21:02,18-May
Avianca Airlines,35,Bouvet Island,Congo,3,838,9:28,9:56,26-Oct
Boliviana de Aviacion,66,Tokelau,Sweden,1,1831,0:08,16:21,18-Jun
Linea Aerea Amaszonas,18,Costa Rica,Hong Kong,1,1994,12:06,6:04,23-Sep
Gol Transportes Aereos,55,Estonia,Saudi Arabia,3,1248,8:50,2:23,11-Apr
Aerolineas Argentinas Airlines,130,Slovakia,Oman,3,1681,4:37,3:22,8-Apr
Boliviana de Aviacion,31,Eritrea,Vanuatu,1,556,17:52,24:40:00,12-Oct
Insel Air,134,Sierra Leone,Bahamas,0,1624,6:45,22:14,1-Jun
LATAM Airlines,3,New Caledonia,United States,0,447,5:07,15:55,17-Nov
Boliviana de Aviacion,139,Marshall Islands,Cameroon,2,1333,1:41,15:12,11-Mar
LATAM Airlines,100,Antigua and Barbuda,Burundi,3,495,23:32,7:03,9-May
Boliviana de Aviacion,147,Congo,India,0,1148,4:50,10:21,18-Dec
Gol Transportes Aereos,103,French Southern Territories,Suriname,0,1744,21:31,15:00,11-Sep
American Airlines,35,Malta,Mexico,3,1574,9:48,0:00,10-Mar
LATAM Airlines,69,Uruguay,Norway,2,229,4:20,23:29,1-Jun
Gol Transportes Aereos,140,Morocco,Lao Peoples Democratic Republic,2,322,11:09,5:36,4-Jun
Viva Air Colombia,110,Dominica,Somalia,2,1471,7:26,13:13,9-Oct
Air Canada,7,Czech Republic,Viet Nam,0,624,4:46,4:10,29-May
TAME,118,India,Congo The Democratic Republic of the,3,1365,2:45,2:23,20-Jul
Copa Airlines,106,Iraq,Cyprus,1,976,22:37,11:29,9-Nov
Viva Air Colombia,73,Iceland,Norfolk Island,3,546,2:02,21:36,3-Jul
Linea Aerea Amaszonas,23,Bulgaria,Jamaica,0,1025,9:31,9:04,25-Mar
Boliviana de Aviacion,18,Singapore,Jersey,1,1314,8:35,14:09,7-Jan
Copa Airlines,106,Luxembourg,Cayman Islands,1,763,4:58,2:34,4-Apr
Air Canada,102,Cyprus,Portugal,3,215,21:27,9:57,23-Mar
LATAM Airlines,89,Fiji,Iraq,2,805,8:50,1:27,17-Oct
Gol Transportes Aereos,116,Saint Lucia,Tonga,3,638,6:11,20:47,29Feb
American Airlines,79,Canada,San Marino,3,1980,14:34,12:34,12-May
Aerolineas Argentinas Airlines,90,Burundi,Pakistan,2,1305,10:46,11:13,29-Sep
Copa Airlines,11,Syrian Arab Republic,Tajikistan,1,1264,19:05,23:45,4-Apr
Alaska Airlines,88,Russian Federation,Saint Vincent and the Grenadines,0,1520,3:30,21:34,23-Jun
Azul Brazilian Airlines,99,Korea Republic of,Falkland Islands Malvinas,1,1208,1:12,8:30,3-Aug
Azul Brazilian Airlines,137,Malawi,Bouvet Island,3,1407,2:52,9:48,1-Jul
Air Canada,59,Somalia,Monaco,1,1601,12:16,22:20,18-Jan
Viva Air Colombia,38,Greece,Romania,0,1345,2:58,14:36,15-Dec
Alaska Airlines,11,Saudi Arabia,Argentina,3,1077,18:19,10:09,1-Aug
Azul Brazilian Airlines,86,Guadeloupe,Lao Peoples Democratic Republic,1,675,24:51:00,10:59,20-Jul
Aeromexico,129,Iceland,French Guiana,1,1289,1:48,4:55,16-Jul
Air Canada,58,Norway,Liberia,3,602,4:32,21:14,4-Feb
Boliviana de Aviacion,97,Eritrea,Ethiopia,1,1775,9:44,20:40,9-Jan
TAME,146,Slovakia,Gambia,0,265,10:24,19:25,21-Aug
Boliviana de Aviacion,87,Iceland,Lesotho,0,1657,8:12,12:34,16-Aug
Air Canada,119,Angola,Hong Kong,2,1600,23:24,0:55,12-May
Air Canada,53,Hungary,Colombia,0,1182,10:19,8:36,1-Feb
Avianca Airlines,109,Netherlands,Cote dIvoire,1,1287,11:05,3:14,18-Sep
LATAM Airlines,34,Kazakhstan,Slovenia,0,627,22:49,6:27,28-Sep
Aeromexico,74,Macedonia Republic of,Malta,1,696,18:16,19:54,16-May
Aerolineas Argentinas Airlines,86,Ukraine,Afghanistan,0,950,12:23,21:15,23-Jan
Gol Transportes Aereos,105,Cocos Keeling Islands,Honduras,2,1228,2:27,16:37,20-Aug
Viva Air Colombia,68,Malaysia,Tokelau,2,1855,2:41,5:04,3-Aug
LATAM Airlines,1,Hong Kong,Sao Tome and Principe,0,1109,22:30,18:20,17-Oct
Aeromexico,31,Palau,Gibraltar,1,976,16:41,14:22,9-Sep
TAME,45,Botswana,Mauritania,1,1374,18:06,4:04,19-Nov
TAME,39,Serbia,Lithuania,2,1409,12:45,10:01,16-Aug
Gol Transportes Aereos,75,Azerbaijan,Niue,3,266,13:59,3:12,26-Nov
Viva Air Colombia,102,Togo,Estonia,2,297,10:54,24:56:00,17-Mar
TAME,80,Papua New Guinea,Haiti,0,1000,4:10,10:17,19-Jun
Aeromexico,85,India,Bonaire Sint Eustatius and Saba,3,1933,23:45,22:19,24-Sep
Boliviana de Aviacion,101,Kenya,Wallis and Futuna,2,407,0:23,15:31,18-Jan
TAME,117,Albania,Tanzania United Republic of,2,1813,23:35,9:20,19-Aug
Avianca Airlines,121,Pitcairn,Wallis and Futuna,1,1903,9:08,11:47,5-Sep
Aerolineas Argentinas Airlines,17,Togo,American Samoa,0,1887,15:03,15:56,3-Jun
Copa Airlines,11,New Zealand,Guadeloupe,3,520,5:58,1:10,28-Dec
Azul Brazilian Airlines,67,Croatia,Antarctica,0,1027,10:22,16:14,17-May
Insel Air,83,Burkina Faso,Greenland,1,1995,5:24,8:18,4-Mar
Insel Air,133,Bulgaria,Brazil,0,420,3:15,13:32,17-Jan
LATAM Airlines,125,British Indian Ocean Territory,Angola,2,1734,1:10,21:20,24-Jan
Boliviana de Aviacion,31,Denmark,Luxembourg,0,915,7:15,0:30,6-Jun
LATAM Airlines,42,United Arab Emirates,Mexico,3,1672,6:42,20:21,1-Apr
LATAM Airlines,8,Yemen,Malta,0,828,21:56,21:24,11-Jan
LATAM Airlines,70,Italy,Lao Peoples Democratic Republic,0,1465,0:59,0:03,28-Aug
Gol Transportes Aereos,3,Greenland,Turkmenistan,3,1836,15:33,12:57,29-Dec
Conviasa,3,Ireland,Tokelau,3,1403,2:33,19:14,18-Mar
Boliviana de Aviacion,9,Finland,Uzbekistan,2,1877,2:23,8:23,28-Sep
TAME,140,Turkey,Nicaragua,1,1086,15:12,15:49,28-Apr
TAME,67,Comoros,Russian Federation,0,540,20:30,3:44,19-Jun
Aerolineas Argentinas Airlines,112,Gambia,Guernsey,1,943,18:17,22:51,17-Jun
Alaska Airlines,78,Morocco,Macedonia Republic of,2,1448,18:42,13:57,18-Jun
LATAM Airlines,47,Anguilla,Spain,2,1834,0:47,13:59,19-Nov
LATAM Airlines,101,Congo The Democratic Republic of the,Hong Kong,0,515,16:17,15:40,23-Nov
Azul Brazilian Airlines,111,Guatemala,New Caledonia,3,341,3:43,15:47,24-Sep
LATAM Airlines,63,Angola,Barbados,0,909,6:32,4:35,21-May
Aerolineas Argentinas Airlines,140,Anguilla,United Kingdom,2,830,5:44,22:36,6-Jun
Air Canada,89,Korea Republic of,Poland,0,1942,23:46,24:33:00,18-Mar
Alaska Airlines,20,Andorra,Malawi,0,1391,8:48,7:49,8-Jan
Avianca Airlines,96,Barbados,South Africa,1,620,5:09,17:43,15-Apr
American Airlines,82,Bulgaria,Lebanon,2,1494,13:55,12:39,23-Nov
Air Canada,60,Slovakia,Bouvet Island,2,1065,2:32,10:29,25-Apr
American Airlines,132,Bahrain,Bonaire Sint Eustatius and Saba,1,907,24:44:00,13:13,5-Aug
Insel Air,34,Lithuania,Taiwan Province of China,2,1416,17:22,11:52,2-Aug
American Airlines,45,TimorLeste,Aland Islands,3,929,10:42,23:34,19-Nov
Viva Air Colombia,17,Swaziland,Malawi,2,903,24:28:00,0:11,18-Jul
Azul Brazilian Airlines,132,Greece,Armenia,2,1925,5:20,5:29,23-Feb
Copa Airlines,106,Tuvalu,Korea Republic of,0,1607,17:00,20:44,4-Aug
LATAM Airlines,11,Brunei Darussalam,United Arab Emirates,1,1130,15:35,8:10,25-Jan
American Airlines,116,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,3,588,4:58,2:50,1-Dec
Viva Air Colombia,64,Serbia,Ecuador,1,1136,16:43,7:31,23-Nov
Air Canada,41,Sudan,Tajikistan,0,679,21:41,5:04,18-Sep
Aerolineas Argentinas Airlines,89,Cyprus,Isle of Man,0,1525,10:19,17:17,20-Jul
Gol Transportes Aereos,98,Saudi Arabia,New Caledonia,0,1171,20:45,16:10,29-Jun
Conviasa,94,Panama,Peru,1,1978,5:00,7:03,4-Nov
Copa Airlines,111,Belize,Luxembourg,2,822,20:17,4:06,6-Feb
Azul Brazilian Airlines,33,Jordan,Iraq,2,665,24:03:00,12:13,9-Oct
Avianca Airlines,83,Lesotho,Ghana,2,1937,22:08,18:25,28-Nov
Viva Air Colombia,68,Pitcairn,Hungary,2,1358,21:58,24:35:00,27-Apr
Viva Air Colombia,29,Egypt,Czech Republic,0,1997,7:57,18:46,10-Mar
Copa Airlines,62,Niger,Venezuela Bolivarian Republic of,0,282,13:05,24:58:00,29Feb
Conviasa,34,Latvia,Saint Kitts and Nevis,3,561,20:56,20:40,30-Aug
Aeromexico,112,Venezuela Bolivarian Republic of,Indonesia,2,638,20:53,7:28,12-Oct
Alaska Airlines,90,Saint Lucia,Lesotho,3,298,3:32,11:51,15-Sep
Alaska Airlines,66,Nicaragua,Cayman Islands,0,1790,10:52,19:18,4-May
Conviasa,36,Tuvalu,San Marino,1,1799,9:59,2:18,2-May
LATAM Airlines,11,United Arab Emirates,Libya,1,1041,13:14,20:51,6-Jun
Linea Aerea Amaszonas,77,Tanzania United Republic of,Pitcairn,3,1646,18:31,8:54,15-Aug
Insel Air,74,Iceland,Chile,0,470,23:06,20:00,12-Nov
Linea Aerea Amaszonas,95,Gabon,Cameroon,0,406,12:13,14:41,20-Mar
LATAM Airlines,142,Georgia,Malta,0,1748,7:34,20:26,12-Sep
Azul Brazilian Airlines,103,Macao,Saint Helena Ascension and Tristan da Cunha,2,278,11:32,9:12,15-Jun
Alaska Airlines,126,Tajikistan,Togo,0,894,12:56,13:59,2-Oct
